customer_id,Last_Order_Date,Frequency,Monetary,Total_Profit,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,customer_name,gender,age,city,region_id,signup_date,customer_segment
CUST-01550,2022-05-04,1,1286.15,449.27,1570,1,1,1,111,Lost Customers,Ananya Iyer,Female,47,Kanpur,REG-02,2020-07-27,Consumer
CUST-01551,2026-08-06,2,3353.0,1404.45,15,5,4,3,543,Loyal Customers,Aadhya Pillai,Female,32,Chandigarh,REG-02,2022-12-06,Consumer
CUST-01552,2025-04-23,1,779.05,233.81,485,2,1,1,211,Hibernating,Angel Pandey,Female,31,Trivandrum,REG-03,2023-06-10,Consumer
CUST-01553,2026-01-06,1,3475.0,1742.16,227,4,1,3,413,Potential Loyalists,Abhishek Singh,Male,24,Surat,REG-01,2025-11-12,Consumer
CUST-01554,2024-05-24,5,13845.0,5441.56,819,2,5,5,255,At Risk,Pari Bhat,Other,24,Hyderabad,REG-03,2021-08-24,Consumer
CUST-01555,2026-05-17,1,2686.1,1067.0,96,4,1,3,413,Potential Loyalists,Krishna Aggarwal,Male,31,Vadodara,REG-01,2024-12-10,Consumer
CUST-01556,2025-11-26,2,4189.05,1702.98,268,3,4,4,344,Loyal Customers,Sunita Mehta,Female,38,Vadodara,REG-01,2023-03-30,Corporate
CUST-01557,2025-12-28,1,4022.05,1492.0900000000001,236,3,1,4,314,Hibernating,Shreya Shah,Female,44,Hyderabad,REG-03,2025-12-27,Small Business
CUST-01558,2026-08-02,1,3605.0,1555.01,19,5,1,3,513,Potential Loyalists,Aarav Chopra,Male,25,Asansol,REG-04,2025-02-14,Consumer
CUST-01559,2026-03-09,1,1547.55,727.98,165,4,1,1,411,New Customers,Reyansh Kumar,Male,50,Vadodara,REG-01,2025-03-07,Consumer
CUST-01560,2025-01-04,3,7263.0,2599.56,594,2,5,5,255,At Risk,Neha Gupta,Female,31,Mysore,REG-03,2021-06-29,Consumer
CUST-01561,2025-06-23,1,1664.0,509.58,424,3,1,1,311,Hibernating,Sunita Reddy,Female,33,Jaipur,REG-02,2024-06-01,Consumer
CUST-01562,2024-11-07,2,5793.1,2417.5699999999997,652,2,4,4,244,At Risk,Shaurya Kulkarni,Male,25,Mumbai,REG-01,2021-04-09,Consumer
CUST-01563,2025-11-27,1,2554.05,823.56,267,3,1,2,312,Hibernating,Navya Mukherjee,Female,18,Indore,REG-05,2025-08-27,Consumer
CUST-01564,2023-12-06,2,5427.2,2148.4700000000003,989,1,4,4,144,Can't Lose Them,Arjun Mehta,Other,43,Visakhapatnam,REG-03,2021-12-08,Consumer
CUST-01565,2025-10-18,2,6015.8,1939.34,307,3,4,5,345,Loyal Customers,Atharv Mehta,Male,42,Mumbai,REG-01,2025-01-01,Consumer
CUST-01566,2021-12-05,1,2687.55,1265.6,1720,1,1,3,113,At Risk,Rahul Trivedi,Male,30,Lucknow,REG-02,2021-06-18,Consumer
CUST-01567,2026-08-07,1,2989.3,1144.99,14,5,1,3,513,Potential Loyalists,Vihaan Patel,Male,34,Asansol,REG-04,2026-06-09,Corporate
CUST-01568,2026-08-08,2,4140.65,1544.8500000000001,13,5,4,4,544,Champions,Navya Verma,Female,39,Coimbatore,REG-03,2026-06-26,Consumer
CUST-01569,2025-06-07,1,3202.0,1451.47,440,3,1,3,313,Hibernating,Meera Sharma,Female,18,Jabalpur,REG-05,2022-11-04,Corporate
CUST-01570,2025-12-15,2,1918.0,717.77,249,3,4,2,342,Hibernating,Aarohi Patel,Female,28,Kochi,REG-03,2023-07-13,Consumer
CUST-01571,2022-09-09,1,2067.0,900.93,1442,1,1,2,112,Lost Customers,Swati Joshi,Female,42,Cuttack,REG-04,2022-04-04,Consumer
CUST-01572,2023-04-17,1,3075.5,1337.28,1222,1,1,3,113,At Risk,Amit Pillai,Male,20,Vadodara,REG-01,2022-07-29,Consumer
CUST-01573,2024-07-23,1,2104.25,456.03,759,2,1,2,212,Hibernating,Manish Verma,Male,37,Patna,REG-04,2022-10-05,Consumer
CUST-01574,2024-01-06,1,980.5,397.51000000000005,958,1,1,1,111,Lost Customers,Vivaan Malhotra,Male,19,Gurgaon,REG-02,2020-10-07,Consumer
CUST-01575,2025-06-03,1,879.05,274.78,444,3,1,1,311,Hibernating,Anika Joshi,Female,39,Coimbatore,REG-03,2025-04-04,Consumer
CUST-01576,2024-04-01,2,1914.75,737.86,872,1,4,2,142,Can't Lose Them,Abhishek Kumar,Male,33,Delhi,REG-02,2022-05-03,Consumer
CUST-01577,2024-04-18,1,4541.9,1578.46,855,1,1,4,114,Can't Lose Them,Shreya Pandey,Female,18,Bhopal,REG-05,2021-05-14,Corporate
CUST-01578,2022-11-29,1,1623.15,628.48,1361,1,1,1,111,Lost Customers,Arjun Mukherjee,Male,46,Surat,REG-01,2022-04-12,Consumer
CUST-01579,2026-04-08,3,7646.25,2750.1,135,4,5,5,455,Champions,Pooja Trivedi,Female,25,Mysore,REG-03,2025-06-30,Consumer
CUST-01580,2026-07-11,1,2727.0,1432.47,41,5,1,3,513,Potential Loyalists,Ananya Malhotra,Other,25,Visakhapatnam,REG-03,2025-03-07,Consumer
CUST-01581,2026-05-04,3,5060.0,1933.8400000000001,109,4,5,4,454,Champions,Avani Nair,Female,36,Lucknow,REG-02,2020-08-22,Consumer
CUST-01582,2025-04-12,1,3950.1,1329.88,496,2,1,4,214,At Risk,Nikhil Rao,Male,46,Noida,REG-02,2021-09-16,Corporate
CUST-01583,2023-10-26,3,8958.35,3749.51,1030,1,5,5,155,Can't Lose Them,Vivaan Reddy,Male,22,Cuttack,REG-04,2021-09-07,Consumer
CUST-01584,2024-06-15,1,2570.4,1044.84,797,2,1,2,212,Hibernating,Amit Pillai,Male,34,Asansol,REG-04,2021-12-06,Consumer
CUST-01585,2025-01-25,3,6230.45,1905.99,573,2,5,5,255,At Risk,Abhishek Reddy,Male,38,Patna,REG-04,2020-12-25,Consumer
CUST-01586,2024-08-15,1,1692.55,766.4200000000001,736,2,1,1,211,Hibernating,Sunita Patel,Female,41,Pune,REG-01,2024-03-21,Consumer
CUST-01587,2026-02-28,1,2096.5,902.0799999999999,174,4,1,2,412,Potential Loyalists,Krishna Chopra,Male,35,Hyderabad,REG-03,2020-11-28,Consumer
CUST-01588,2025-04-06,4,6811.55,2803.05,502,2,5,5,255,At Risk,Anika Singh,Female,29,Patna,REG-04,2021-06-02,Consumer
CUST-01589,2025-07-30,1,2975.1499999999996,938.91,387,3,1,3,313,Hibernating,Aadhya Mukherjee,Female,24,Cuttack,REG-04,2021-04-25,Corporate
CUST-01590,2025-04-05,1,3046.75,1217.4,503,2,1,3,213,At Risk,Sai Malhotra,Male,34,Jaipur,REG-02,2020-10-01,Consumer
CUST-01591,2024-09-09,1,4732.6,1618.21,711,2,1,4,214,At Risk,Aarav Menon,Male,22,Bangalore,REG-03,2020-10-03,Consumer
CUST-01592,2024-11-28,2,3539.35,1537.5,631,2,4,3,243,At Risk,Manish Saxena,Male,18,Chennai,REG-03,2021-05-05,Consumer
CUST-01593,2022-04-26,1,1491.25,520.79,1578,1,1,1,111,Lost Customers,Rajesh Mehta,Male,38,Jaipur,REG-02,2021-01-21,Corporate
CUST-01594,2026-05-07,1,3211.15,841.9599999999999,106,4,1,3,413,Potential Loyalists,Priyanka Sharma,Female,43,Bhubaneswar,REG-04,2023-12-04,Consumer
CUST-01595,2025-11-27,4,14004.0,4616.51,267,3,5,5,355,Loyal Customers,Deepak Bhat,Male,18,Coimbatore,REG-03,2023-05-05,Consumer
CUST-01596,2026-03-06,1,991.0,348.87,168,4,1,1,411,New Customers,Ananya Das,Female,22,Visakhapatnam,REG-03,2023-08-21,Consumer
CUST-01597,2026-06-27,3,6447.0,2435.88,55,5,5,5,555,Champions,Aadhya Singh,Female,40,Vadodara,REG-01,2026-01-14,Consumer
CUST-01598,2026-06-15,1,892.5,381.34000000000003,67,5,1,1,511,New Customers,Advik Kulkarni,Male,56,Nagpur,REG-01,2025-08-28,Consumer
CUST-01599,2025-09-30,3,10474.5,3943.85,325,3,5,5,355,Loyal Customers,Saanvi Malhotra,Female,34,Lucknow,REG-02,2024-08-26,Consumer
CUST-01600,2026-07-23,4,11690.6,4491.03,29,5,5,5,555,Champions,Atharv Choudhury,Male,25,Hyderabad,REG-03,2024-12-16,Consumer
CUST-01601,2026-05-31,1,418.0,211.54000000000002,82,5,1,1,511,New Customers,Pranav Singh,Male,31,Cuttack,REG-04,2022-12-21,Small Business
CUST-01602,2025-02-13,1,2527.05,868.9300000000001,554,2,1,2,212,Hibernating,Vivaan Joshi,Male,49,Gurgaon,REG-02,2024-08-16,Corporate
CUST-01603,2022-11-04,1,591.7,243.35999999999999,1386,1,1,1,111,Lost Customers,Aanya Kapoor,Female,26,Kanpur,REG-02,2022-09-30,Consumer
CUST-01604,2023-02-16,1,3836.0,1569.28,1282,1,1,4,114,Can't Lose Them,Priyanka Rao,Female,25,Jaipur,REG-02,2020-08-09,Corporate
CUST-01605,2023-12-22,1,2714.65,1050.35,973,1,1,3,113,At Risk,Preeti Shah,Female,28,Hyderabad,REG-03,2021-02-20,Consumer
CUST-01606,2026-05-27,1,2706.55,1004.14,86,4,1,3,413,Potential Loyalists,Swati Mehta,Female,23,Raipur,REG-05,2026-05-06,Consumer
CUST-01607,2025-08-25,1,3648.6499999999996,1428.17,361,3,1,3,313,Hibernating,Sneha Choudhury,Female,35,Vadodara,REG-01,2022-05-28,Consumer
CUST-01608,2025-09-14,2,5650.95,2181.79,341,3,4,4,344,Loyal Customers,Abhishek Shah,Male,51,Surat,REG-01,2024-08-27,Consumer
CUST-01609,2026-05-24,1,2927.0,1213.96,89,4,1,3,413,Potential Loyalists,Amit Patel,Male,37,Lucknow,REG-02,2022-02-25,Consumer
CUST-01610,2026-07-01,3,6226.6,2269.83,51,5,5,5,555,Champions,Advik Das,Male,31,Hyderabad,REG-03,2026-04-07,Consumer
CUST-01611,2026-06-08,1,1065.5,396.34000000000003,74,5,1,1,511,New Customers,Meera Iyer,Female,30,Gurgaon,REG-02,2020-08-24,Consumer
CUST-01612,2025-11-19,1,3507.1,1739.37,275,3,1,3,313,Hibernating,Suresh Singh,Male,18,Kanpur,REG-02,2022-10-25,Consumer
CUST-01613,2026-04-03,1,2375.7,839.02,140,4,1,2,412,Potential Loyalists,Angel Patel,Female,43,Delhi,REG-02,2024-10-16,Consumer
CUST-01614,2024-06-18,5,13236.1,5266.89,794,2,5,5,255,At Risk,Nikhil Kumar,Other,33,Jaipur,REG-02,2023-09-04,Corporate
CUST-01615,2026-01-01,1,2392.2,1110.05,232,3,1,2,312,Hibernating,Advik Saxena,Male,32,Panaji,REG-01,2024-03-24,Consumer
CUST-01616,2022-11-06,1,797.15,237.65,1384,1,1,1,111,Lost Customers,Reyansh Mishra,Male,69,Bhopal,REG-05,2021-05-13,Consumer
CUST-01617,2026-08-20,4,15953.95,5987.03,1,5,5,5,555,Champions,Rajesh Nair,Male,37,Gwalior,REG-05,2026-05-13,Consumer
CUST-01618,2025-04-05,3,7309.2,2909.03,503,2,5,5,255,At Risk,Tanvi Reddy,Female,25,Bhubaneswar,REG-04,2023-02-14,Consumer
CUST-01619,2025-05-24,1,1530.0,629.28,454,2,1,1,211,Hibernating,Sai Pandey,Male,29,Agartala,REG-06,2021-12-02,Consumer
CUST-01620,2025-07-23,3,8834.7,3235.98,394,3,5,5,355,Loyal Customers,Aanya Malhotra,Female,46,Kolkata,REG-04,2023-08-31,Consumer
CUST-01621,2025-08-05,1,1496.5,673.11,381,3,1,1,311,Hibernating,Karan Iyer,Male,35,Surat,REG-01,2022-10-04,Small Business
CUST-01622,2025-11-08,2,6678.0,2167.89,286,3,4,5,345,Loyal Customers,Anika Pandey,Female,18,Mysore,REG-03,2021-10-14,Consumer
CUST-01623,2025-10-25,2,5667.25,1695.71,300,3,4,4,344,Loyal Customers,Arjun Saxena,Male,44,Pune,REG-01,2025-07-07,Consumer
CUST-01624,2026-05-23,1,2839.5,900.0999999999999,90,4,1,3,413,Potential Loyalists,Aditi Mehta,Female,26,Kochi,REG-03,2023-02-13,Consumer
CUST-01625,2025-09-07,1,1336.65,550.6,348,3,1,1,311,Hibernating,Anika Kulkarni,Female,54,Nagpur,REG-01,2024-01-15,Small Business
CUST-01626,2026-01-15,1,2426.55,1045.87,218,4,1,2,412,Potential Loyalists,Pranav Mishra,Male,45,Pune,REG-01,2021-05-10,Small Business
CUST-01627,2025-02-09,1,3395.0,1104.44,558,2,1,3,213,At Risk,Sneha Kulkarni,Female,29,Bhubaneswar,REG-04,2024-10-12,Consumer
CUST-01628,2026-07-16,1,1549.0,700.22,36,5,1,1,511,New Customers,Preeti Mukherjee,Female,48,Howrah,REG-04,2026-04-19,Corporate
CUST-01629,2024-04-23,1,1568.6,590.5,850,1,1,1,111,Lost Customers,Sai Gupta,Male,34,Asansol,REG-04,2020-09-29,Consumer
CUST-01630,2025-02-20,1,4372.15,1107.36,547,2,1,4,214,At Risk,Pranav Mehta,Male,43,Bangalore,REG-03,2023-02-27,Consumer
CUST-01631,2026-01-10,2,5404.6,2163.66,223,4,4,4,444,Champions,Amit Aggarwal,Male,39,Coimbatore,REG-03,2021-10-04,Small Business
CUST-01632,2023-08-19,1,1859.1,761.71,1098,1,1,2,112,Lost Customers,Swati Sharma,Female,24,Bilaspur,REG-05,2022-10-24,Consumer
CUST-01633,2025-05-02,1,2409.5,1053.51,476,2,1,2,212,Hibernating,Sara Singh,Female,26,Bhopal,REG-05,2023-11-27,Consumer
CUST-01634,2024-11-25,1,2827.6,800.64,634,2,1,3,213,At Risk,Preeti Bhat,Female,45,Coimbatore,REG-03,2021-08-20,Consumer
CUST-01635,2026-02-15,2,3321.0,1282.77,187,4,4,3,443,Loyal Customers,Advik Bhat,Male,30,Bangalore,REG-03,2021-12-23,Corporate
CUST-01636,2026-04-07,1,2535.0,724.06,136,4,1,2,412,Potential Loyalists,Sai Pandey,Male,29,Patna,REG-04,2026-02-01,Consumer
CUST-01637,2024-02-29,1,1355.55,400.45000000000005,904,1,1,1,111,Lost Customers,Krishna Chopra,Male,23,Noida,REG-02,2021-06-13,Consumer
CUST-01638,2026-07-10,1,2833.7,759.55,42,5,1,3,513,Potential Loyalists,Manish Mishra,Male,38,Patna,REG-04,2026-03-30,Consumer
CUST-01639,2024-08-18,1,3394.0,1141.63,733,2,1,3,213,At Risk,Aanya Pandey,Female,56,Delhi,REG-02,2024-03-14,Consumer
CUST-01640,2025-12-08,3,7840.1,3522.2200000000003,256,3,5,5,355,Loyal Customers,Kavya Mukherjee,Female,22,Dibrugarh,REG-06,2020-12-07,Consumer
CUST-01641,2025-05-20,2,5789.55,2308.84,458,2,4,4,244,At Risk,Manish Singh,Male,34,Delhi,REG-02,2020-11-20,Small Business
CUST-01642,2026-05-07,2,4883.1,1980.82,106,4,4,4,444,Champions,Aanya Bhat,Female,49,Raipur,REG-05,2024-10-17,Consumer
CUST-01643,2025-01-15,1,2746.15,962.5999999999999,583,2,1,3,213,At Risk,Simran Mishra,Female,33,Ranchi,REG-04,2022-02-21,Consumer
CUST-01644,2026-03-07,1,2052.15,936.29,167,4,1,2,412,Potential Loyalists,Manish Gupta,Male,38,Ahmedabad,REG-01,2022-11-13,Consumer
CUST-01645,2025-11-30,2,4139.5,1738.9299999999998,264,3,4,4,344,Loyal Customers,Vivaan Pandey,Male,22,Gurgaon,REG-02,2025-04-22,Consumer
CUST-01646,2024-05-03,3,7925.75,2745.61,840,1,5,5,155,Can't Lose Them,Karan Kulkarni,Male,38,Gurgaon,REG-02,2022-10-12,Small Business
CUST-01647,2025-04-07,1,5060.0,2265.92,501,2,1,4,214,At Risk,Diya Choudhury,Female,31,Guwahati,REG-06,2023-02-17,Consumer
CUST-01648,2025-08-03,2,7999.6,2870.63,383,3,4,5,345,Loyal Customers,Aditi Bhat,Female,44,Shillong,REG-06,2024-04-04,Consumer
CUST-01649,2026-05-29,1,1337.1,501.48,84,5,1,1,511,New Customers,Anand Shah,Male,47,Hyderabad,REG-03,2024-12-25,Consumer
CUST-01650,2025-04-12,1,2527.0,1170.28,496,2,1,2,212,Hibernating,Atharv Das,Male,62,Kolkata,REG-04,2021-07-25,Consumer
CUST-01651,2026-08-09,3,5749.15,2281.07,12,5,5,4,554,Champions,Suresh Sharma,Male,40,Bangalore,REG-03,2026-02-08,Consumer
CUST-01652,2022-10-29,2,3028.15,1104.68,1392,1,4,3,143,Can't Lose Them,Anushka Patel,Female,37,Bhubaneswar,REG-04,2022-06-15,Small Business
CUST-01653,2026-01-01,1,2984.3,1318.78,232,3,1,3,313,Hibernating,Avani Nair,Female,36,Hyderabad,REG-03,2024-12-07,Corporate
CUST-01654,2024-08-30,1,3010.5,1430.46,721,2,1,3,213,At Risk,Priyanka Kapoor,Female,30,Kanpur,REG-02,2023-09-28,Corporate
CUST-01655,2025-09-14,1,2217.0,920.05,341,3,1,2,312,Hibernating,Tanvi Das,Female,37,Howrah,REG-04,2025-07-13,Consumer
CUST-01656,2025-11-23,2,3727.3,1605.24,271,3,4,4,344,Loyal Customers,Ananya Rao,Female,30,Cuttack,REG-04,2024-09-21,Consumer
CUST-01657,2023-01-31,1,3343.55,1070.84,1298,1,1,3,113,At Risk,Ananya Chopra,Female,35,Coimbatore,REG-03,2020-08-27,Corporate
CUST-01658,2024-12-27,1,3514.5,1389.46,602,2,1,3,213,At Risk,Neha Das,Female,48,Asansol,REG-04,2022-08-06,Small Business
CUST-01659,2026-04-12,1,2330.1,1144.8200000000002,131,4,1,2,412,Potential Loyalists,Aarohi Kumar,Female,22,Ujjain,REG-05,2022-12-01,Consumer
CUST-01660,2025-05-26,1,1545.55,454.42999999999995,452,2,1,1,211,Hibernating,Pranav Bose,Male,46,Bangalore,REG-03,2024-12-27,Consumer
CUST-01661,2026-08-18,2,5263.5,1892.37,3,5,4,4,544,Champions,Rohan Kulkarni,Male,48,Pune,REG-01,2025-07-17,Corporate
CUST-01662,2026-01-10,2,4045.55,1394.42,223,4,4,4,444,Champions,Saanvi Kapoor,Female,32,Lucknow,REG-02,2023-11-20,Consumer
CUST-01663,2024-08-27,1,1949.35,651.0600000000001,724,2,1,2,212,Hibernating,Advaith Bhat,Other,18,Mysore,REG-03,2024-06-21,Consumer
CUST-01664,2026-04-26,2,3616.65,1702.76,117,4,4,3,443,Loyal Customers,Sneha Singh,Female,27,Bangalore,REG-03,2023-08-11,Corporate
CUST-01665,2026-08-12,6,15679.2,5332.1,9,5,5,5,555,Champions,Kavya Trivedi,Female,48,Hyderabad,REG-03,2025-04-14,Consumer
CUST-01666,2026-07-22,1,3041.5,1120.08,30,5,1,3,513,Potential Loyalists,Preeti Saxena,Female,33,Panaji,REG-01,2026-07-10,Consumer
CUST-01667,2025-11-19,1,4098.5,1997.1100000000001,275,3,1,4,314,Hibernating,Krishna Patel,Male,23,Ranchi,REG-04,2024-08-28,Consumer
CUST-01668,2025-03-31,1,4694.0,2114.05,508,2,1,4,214,At Risk,Swati Pandey,Female,28,Nashik,REG-01,2025-03-11,Consumer
CUST-01669,2026-08-13,1,1149.5,550.11,8,5,1,1,511,New Customers,Sunita Singh,Female,43,Asansol,REG-04,2026-05-05,Consumer
CUST-01670,2026-03-26,2,3638.65,1483.05,148,4,4,3,443,Loyal Customers,Deepak Menon,Male,40,Surat,REG-01,2023-05-30,Consumer
CUST-01671,2026-06-25,3,10869.8,3523.23,57,5,5,5,555,Champions,Rahul Saxena,Male,31,Asansol,REG-04,2026-02-14,Consumer
CUST-01672,2026-07-26,1,4270.0,1217.36,26,5,1,4,514,Potential Loyalists,Preeti Sharma,Female,29,Indore,REG-05,2025-10-12,Corporate
CUST-01673,2026-06-27,2,10932.45,3515.6099999999997,55,5,4,5,545,Champions,Anand Mishra,Male,29,Trivandrum,REG-03,2024-10-12,Consumer
CUST-01674,2023-05-17,1,1917.1,834.3499999999999,1192,1,1,2,112,Lost Customers,Gaurav Menon,Male,23,Lucknow,REG-02,2021-04-04,Consumer
CUST-01675,2023-05-11,3,7344.25,2900.33,1198,1,5,5,155,Can't Lose Them,Vikram Chopra,Male,51,Asansol,REG-04,2020-09-13,Consumer
CUST-01676,2022-04-01,1,1991.0,883.04,1603,1,1,2,112,Lost Customers,Kabir Verma,Male,30,Coimbatore,REG-03,2021-04-25,Consumer
CUST-01677,2026-08-01,3,5970.2,2229.19,20,5,5,5,555,Champions,Preeti Choudhury,Female,47,Ludhiana,REG-02,2024-12-27,Corporate
CUST-01678,2025-07-28,2,5235.05,2190.38,389,3,4,4,344,Loyal Customers,Sneha Gupta,Female,50,Jabalpur,REG-05,2025-01-10,Consumer
CUST-01679,2021-04-11,1,2222.1,657.29,1958,1,1,2,112,Lost Customers,Atharv Reddy,Male,44,Coimbatore,REG-03,2020-08-08,Corporate
CUST-01680,2025-09-18,1,1290.1,398.65999999999997,337,3,1,1,311,Hibernating,Vikram Iyer,Male,29,Delhi,REG-02,2025-06-14,Corporate
CUST-01681,2024-04-23,2,5056.15,1926.47,850,1,4,4,144,Can't Lose Them,Tanvi Mishra,Female,38,Gurgaon,REG-02,2021-12-14,Consumer
CUST-01682,2026-02-14,2,5219.8,2124.4300000000003,188,4,4,4,444,Champions,Aadhya Choudhury,Female,33,Bilaspur,REG-05,2025-09-25,Small Business
CUST-01683,2025-11-18,1,3633.6,1713.4199999999998,276,3,1,3,313,Hibernating,Pari Pillai,Female,24,Cuttack,REG-04,2021-03-01,Corporate
CUST-01684,2023-02-06,3,7601.1,3059.4700000000003,1292,1,5,5,155,Can't Lose Them,Advik Shah,Male,37,Coimbatore,REG-03,2021-03-03,Small Business
CUST-01685,2026-08-11,5,12379.4,4547.52,10,5,5,5,555,Champions,Advaith Reddy,Male,21,Ahmedabad,REG-01,2023-12-09,Consumer
CUST-01686,2025-05-20,1,1206.2,344.36,458,2,1,1,211,Hibernating,Anika Joshi,Female,47,Jabalpur,REG-05,2021-08-20,Consumer
CUST-01687,2025-09-05,1,3545.1,897.1199999999999,350,3,1,3,313,Hibernating,Avani Sharma,Female,28,Ahmedabad,REG-01,2021-07-22,Consumer
CUST-01688,2024-02-07,1,701.0,253.51999999999998,926,1,1,1,111,Lost Customers,Advik Mehta,Male,36,Nagpur,REG-01,2023-01-31,Corporate
CUST-01689,2025-11-21,1,2161.6,748.0200000000001,273,3,1,2,312,Hibernating,Myra Singh,Female,37,Jaipur,REG-02,2024-08-19,Consumer
CUST-01690,2025-03-17,1,1853.0,758.7,522,2,1,2,212,Hibernating,Aditya Trivedi,Male,31,Coimbatore,REG-03,2023-11-10,Consumer
CUST-01691,2024-11-20,1,1804.05,881.6199999999999,639,2,1,2,212,Hibernating,Sai Mishra,Male,40,Bangalore,REG-03,2021-12-29,Corporate
CUST-01692,2024-11-04,1,1508.0,669.92,655,2,1,1,211,Hibernating,Vivaan Pandey,Male,28,Vadodara,REG-01,2023-08-11,Small Business
CUST-01693,2025-09-13,1,1711.0,731.0,342,3,1,1,311,Hibernating,Reyansh Malhotra,Male,43,Pune,REG-01,2024-11-18,Consumer
CUST-01694,2026-03-19,1,2785.0,1151.94,155,4,1,3,413,Potential Loyalists,Arjun Trivedi,Male,19,Ludhiana,REG-02,2026-03-04,Consumer
CUST-01695,2026-05-01,1,938.0,316.56,112,4,1,1,411,New Customers,Aarav Pandey,Male,35,Pune,REG-01,2025-12-05,Corporate
CUST-01696,2025-08-21,1,1033.15,412.95,365,3,1,1,311,Hibernating,Simran Kumar,Female,55,Surat,REG-01,2023-05-06,Consumer
CUST-01697,2025-11-29,1,3862.1,1098.1100000000001,265,3,1,4,314,Hibernating,Pari Pillai,Female,22,Visakhapatnam,REG-03,2025-04-29,Consumer
CUST-01698,2025-07-29,2,4147.25,1446.77,388,3,4,4,344,Loyal Customers,Gaurav Reddy,Male,26,Gwalior,REG-05,2023-02-21,Corporate
CUST-01699,2026-06-24,4,8859.55,3788.5,58,5,5,5,555,Champions,Pari Rao,Female,39,Mysore,REG-03,2024-12-29,Consumer
CUST-01700,2026-03-25,2,5331.45,2417.7400000000002,149,4,4,4,444,Champions,Nikhil Deshmukh,Male,35,Guwahati,REG-06,2025-12-10,Corporate
CUST-01701,2026-01-30,1,5536.45,1741.1799999999998,203,4,1,4,414,Potential Loyalists,Meera Kapoor,Female,37,Noida,REG-02,2025-07-02,Consumer
CUST-01702,2026-08-11,3,11340.7,4462.38,10,5,5,5,555,Champions,Karan Kulkarni,Male,39,Nagpur,REG-01,2026-03-24,Corporate
CUST-01703,2025-08-19,2,6198.3,2030.98,367,3,4,5,345,Loyal Customers,Rajesh Sharma,Male,40,Delhi,REG-02,2024-08-19,Consumer
CUST-01704,2025-06-15,2,5917.75,1948.49,432,3,4,5,345,Loyal Customers,Gaurav Kumar,Male,46,Panaji,REG-01,2024-02-04,Consumer
CUST-01705,2026-02-03,4,7797.6,2947.91,199,4,5,5,455,Champions,Advik Malhotra,Male,38,Raipur,REG-05,2020-07-31,Corporate
CUST-01706,2026-01-18,2,2906.15,1019.73,215,4,4,3,443,Loyal Customers,Avani Shah,Female,31,Vadodara,REG-01,2024-12-15,Consumer
CUST-01707,2025-10-07,1,2040.0,1004.3999999999999,318,3,1,2,312,Hibernating,Sneha Kapoor,Female,41,Patna,REG-04,2021-03-25,Small Business
CUST-01708,2021-06-07,1,879.5,413.9,1901,1,1,1,111,Lost Customers,Rahul Bose,Male,54,Silchar,REG-06,2020-11-09,Consumer
CUST-01709,2026-08-14,4,9447.6,3909.57,7,5,5,5,555,Champions,Shreya Nair,Female,32,Vadodara,REG-01,2026-07-19,Corporate
CUST-01710,2025-09-16,1,2569.05,725.44,339,3,1,2,312,Hibernating,Ananya Trivedi,Female,23,Ujjain,REG-05,2024-02-16,Corporate
CUST-01711,2025-12-26,2,6959.55,2936.42,238,3,4,5,345,Loyal Customers,Anushka Choudhury,Female,46,Nagpur,REG-01,2023-03-25,Consumer
CUST-01712,2026-07-16,1,2571.5,920.81,36,5,1,2,512,Potential Loyalists,Arjun Iyer,Male,32,Raipur,REG-05,2026-02-27,Consumer
CUST-01713,2025-02-24,1,1129.0,457.63,543,2,1,1,211,Hibernating,Aditya Iyer,Male,18,Ludhiana,REG-02,2020-10-25,Consumer
CUST-01714,2026-07-22,1,2067.0,883.76,30,5,1,2,512,Potential Loyalists,Atharv Shah,Male,43,Nagpur,REG-01,2025-06-08,Consumer
CUST-01715,2025-06-12,1,2240.3,937.12,435,3,1,2,312,Hibernating,Nikhil Malhotra,Male,28,Nashik,REG-01,2023-07-01,Consumer
CUST-01716,2026-04-03,2,3506.5,1481.69,140,4,4,3,443,Loyal Customers,Vikram Patel,Male,33,Howrah,REG-04,2025-08-03,Consumer
CUST-01717,2026-07-10,1,1309.55,613.45,42,5,1,1,511,New Customers,Ira Rao,Female,37,Nagpur,REG-01,2026-02-01,Consumer
CUST-01718,2026-03-29,2,3843.25,1141.54,145,4,4,4,444,Champions,Simran Pandey,Female,36,Surat,REG-01,2025-12-15,Small Business
CUST-01719,2026-05-13,2,7129.65,2879.4900000000002,100,4,4,5,445,Champions,Amit Rao,Male,41,Delhi,REG-02,2024-11-19,Consumer
CUST-01720,2026-06-16,1,2607.85,882.13,66,5,1,3,513,Potential Loyalists,Aditi Reddy,Female,29,Chandigarh,REG-02,2020-10-01,Consumer
CUST-01721,2026-06-07,2,7400.2,2726.1,75,5,4,5,545,Champions,Tanvi Bose,Female,39,Jaipur,REG-02,2025-07-15,Consumer
CUST-01722,2025-11-07,3,9193.8,3121.89,287,3,5,5,355,Loyal Customers,Vihaan Kumar,Male,31,Gurgaon,REG-02,2024-04-04,Corporate
CUST-01723,2026-06-01,3,9554.55,3797.4,81,5,5,5,555,Champions,Sai Shah,Male,42,Visakhapatnam,REG-03,2024-11-01,Consumer
